"unitid","institution name","year","C2020_A.First or Second Major","C2020_A.CIP Code -  2020 Classification","CipTitle","C2020_A.Award Level code","C2020_A.Grand total","C2020_A.Grand total men","C2020_A.Grand total women","C2020_A.American Indian or Alaska Native total","C2020_A.American Indian or Alaska Native men","C2020_A.American Indian or Alaska Native women","C2020_A.Asian total","C2020_A.Asian men","C2020_A.Asian women","C2020_A.Black or African American total","C2020_A.Black or African American men","C2020_A.Black or African American women","C2020_A.Hispanic or Latino total","C2020_A.Hispanic or Latino men","C2020_A.Hispanic or Latino women","C2020_A.Native Hawaiian or Other Pacific Islander total","C2020_A.Native Hawaiian or Other Pacific Islander men","C2020_A.Native Hawaiian or Other Pacific Islander women","C2020_A.White total","C2020_A.White men","C2020_A.White women","C2020_A.Two or more races total","C2020_A.Two or more races men","C2020_A.Two or more races women","C2020_A.Race/ethnicity unknown total","C2020_A.Race/ethnicity unknown men","C2020_A.Race/ethnicity unknown women","C2020_A.Nonresident alien total","C2020_A.Nonresident alien men","C2020_A.Nonresident alien women","IDX_C"
"109350","Antelope Valley College","2020","First major","'40.0801'","Physics, General","Degrees total","47","35","12","0","0","0","6","4","2","1","1","0","22","17","5","0","0","0","16","11","5","2","2","0","0","0","0","0","0","0","-2"
"109350","Antelope Valley College","2020","First major","'40.0801'","Physics, General","Degrees/certificates total","47","35","12","0","0","0","6","4","2","1","1","0","22","17","5","0","0","0","16","11","5","2","2","0","0","0","0","0","0","0","-2"
"109785","Azusa Pacific University","2020","First major","'40'","Physical Sciences","Bachelor's degree","5","2","3","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","3","2","1","0","0","0","0","0","0","0","0","0","-2"
"109785","Azusa Pacific University","2020","First major","'40'","Physical Sciences","Degrees total","5","2","3","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","3","2","1","0","0","0","0","0","0","0","0","0","-2"
"109785","Azusa Pacific University","2020","First major","'40'","Physical Sciences","Degrees/certificates total","5","2","3","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","3","2","1","0","0","0","0","0","0","0","0","0","-2"
"109785","Azusa Pacific University","2020","First major","'40.05'","Chemistry","Bachelor's degree","3","1","2","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"109785","Azusa Pacific University","2020","First major","'40.05'","Chemistry","Degrees total","3","1","2","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"109785","Azusa Pacific University","2020","First major","'40.05'","Chemistry","Degrees/certificates total","3","1","2","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"109785","Azusa Pacific University","2020","First major","'40.0501'","Chemistry, General","Bachelor's degree","3","1","2","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"109785","Azusa Pacific University","2020","First major","'40.0501'","Chemistry, General","Degrees total","3","1","2","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"109785","Azusa Pacific University","2020","First major","'40.0501'","Chemistry, General","Degrees/certificates total","3","1","2","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"109785","Azusa Pacific University","2020","First major","'40.08'","Physics","Bachelor's degree","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","-2"
"109785","Azusa Pacific University","2020","First major","'40.08'","Physics","Degrees total","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","-2"
"109785","Azusa Pacific University","2020","First major","'40.08'","Physics","Degrees/certificates total","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","-2"
"109785","Azusa Pacific University","2020","First major","'40.0801'","Physics, General","Bachelor's degree","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","-2"
"109785","Azusa Pacific University","2020","First major","'40.0801'","Physics, General","Degrees total","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","-2"
"109785","Azusa Pacific University","2020","First major","'40.0801'","Physics, General","Degrees/certificates total","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","-2"
"109785","Azusa Pacific University","2020","First major","'40.99'","Physical Sciences, Other","Bachelor's degree","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"109785","Azusa Pacific University","2020","First major","'40.99'","Physical Sciences, Other","Degrees total","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"109785","Azusa Pacific University","2020","First major","'40.99'","Physical Sciences, Other","Degrees/certificates total","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"109785","Azusa Pacific University","2020","First major","'40.9999'","Physical Sciences, Other","Bachelor's degree","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"109785","Azusa Pacific University","2020","First major","'40.9999'","Physical Sciences, Other","Degrees total","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"109785","Azusa Pacific University","2020","First major","'40.9999'","Physical Sciences, Other","Degrees/certificates total","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"109819","Bakersfield College","2020","First major","'40'","Physical Sciences","Associate's degree","35","29","6","0","0","0","2","1","1","0","0","0","18","15","3","0","0","0","13","12","1","1","1","0","0","0","0","1","0","1","-2"
"109819","Bakersfield College","2020","First major","'40'","Physical Sciences","Degrees total","35","29","6","0","0","0","2","1","1","0","0","0","18","15","3","0","0","0","13","12","1","1","1","0","0","0","0","1","0","1","-2"
"109819","Bakersfield College","2020","First major","'40'","Physical Sciences","Degrees/certificates total","35","29","6","0","0","0","2","1","1","0","0","0","18","15","3","0","0","0","13","12","1","1","1","0","0","0","0","1","0","1","-2"
"109819","Bakersfield College","2020","First major","'40.05'","Chemistry","Associate's degree","4","3","1","0","0","0","1","1","0","0","0","0","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"109819","Bakersfield College","2020","First major","'40.05'","Chemistry","Degrees total","4","3","1","0","0","0","1","1","0","0","0","0","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"109819","Bakersfield College","2020","First major","'40.05'","Chemistry","Degrees/certificates total","4","3","1","0","0","0","1","1","0","0","0","0","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"109819","Bakersfield College","2020","First major","'40.0501'","Chemistry, General","Associate's degree","4","3","1","0","0","0","1","1","0","0","0","0","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"109819","Bakersfield College","2020","First major","'40.0501'","Chemistry, General","Degrees total","4","3","1","0","0","0","1","1","0","0","0","0","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"109819","Bakersfield College","2020","First major","'40.0501'","Chemistry, General","Degrees/certificates total","4","3","1","0","0","0","1","1","0","0","0","0","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"109819","Bakersfield College","2020","First major","'40.06'","Geological and Earth Sciences/Geosciences","Associate's degree","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"109819","Bakersfield College","2020","First major","'40.06'","Geological and Earth Sciences/Geosciences","Degrees total","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"109819","Bakersfield College","2020","First major","'40.06'","Geological and Earth Sciences/Geosciences","Degrees/certificates total","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"109819","Bakersfield College","2020","First major","'40.0601'","Geology/Earth Science, General","Associate's degree","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"109819","Bakersfield College","2020","First major","'40.0601'","Geology/Earth Science, General","Degrees total","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"109819","Bakersfield College","2020","First major","'40.0601'","Geology/Earth Science, General","Degrees/certificates total","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"109819","Bakersfield College","2020","First major","'40.08'","Physics","Associate's degree","31","26","5","0","0","0","1","0","1","0","0","0","15","13","2","0","0","0","13","12","1","1","1","0","0","0","0","1","0","1","-2"
"109819","Bakersfield College","2020","First major","'40.08'","Physics","Degrees total","31","26","5","0","0","0","1","0","1","0","0","0","15","13","2","0","0","0","13","12","1","1","1","0","0","0","0","1","0","1","-2"
"109819","Bakersfield College","2020","First major","'40.08'","Physics","Degrees/certificates total","31","26","5","0","0","0","1","0","1","0","0","0","15","13","2","0","0","0","13","12","1","1","1","0","0","0","0","1","0","1","-2"
"109819","Bakersfield College","2020","First major","'40.0801'","Physics, General","Associate's degree","31","26","5","0","0","0","1","0","1","0","0","0","15","13","2","0","0","0","13","12","1","1","1","0","0","0","0","1","0","1","-2"
"109819","Bakersfield College","2020","First major","'40.0801'","Physics, General","Degrees total","31","26","5","0","0","0","1","0","1","0","0","0","15","13","2","0","0","0","13","12","1","1","1","0","0","0","0","1","0","1","-2"
"109819","Bakersfield College","2020","First major","'40.0801'","Physics, General","Degrees/certificates total","31","26","5","0","0","0","1","0","1","0","0","0","15","13","2","0","0","0","13","12","1","1","1","0","0","0","0","1","0","1","-2"
"110361","California Baptist University","2020","First major","'40'","Physical Sciences","Bachelor's degree","6","1","5","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","4","1","3","0","0","0","0","0","0","0","0","0","-2"
"110361","California Baptist University","2020","First major","'40'","Physical Sciences","Degrees total","6","1","5","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","4","1","3","0","0","0","0","0","0","0","0","0","-2"
"110361","California Baptist University","2020","First major","'40'","Physical Sciences","Degrees/certificates total","6","1","5","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","4","1","3","0","0","0","0","0","0","0","0","0","-2"
"110361","California Baptist University","2020","First major","'40.05'","Chemistry","Bachelor's degree","6","1","5","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","4","1","3","0","0","0","0","0","0","0","0","0","-2"
"110361","California Baptist University","2020","First major","'40.05'","Chemistry","Degrees total","6","1","5","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","4","1","3","0","0","0","0","0","0","0","0","0","-2"
"110361","California Baptist University","2020","First major","'40.05'","Chemistry","Degrees/certificates total","6","1","5","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","4","1","3","0","0","0","0","0","0","0","0","0","-2"
"110361","California Baptist University","2020","First major","'40.0501'","Chemistry, General","Bachelor's degree","5","1","4","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","4","1","3","0","0","0","0","0","0","0","0","0","-2"
"110361","California Baptist University","2020","First major","'40.0501'","Chemistry, General","Degrees total","5","1","4","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","4","1","3","0","0","0","0","0","0","0","0","0","-2"
"110361","California Baptist University","2020","First major","'40.0501'","Chemistry, General","Degrees/certificates total","5","1","4","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","4","1","3","0","0","0","0","0","0","0","0","0","-2"
"110361","California Baptist University","2020","First major","'40.0510'","Forensic Chemistry","Bachelor's degree","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"110361","California Baptist University","2020","First major","'40.0510'","Forensic Chemistry","Degrees total","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"110361","California Baptist University","2020","First major","'40.0510'","Forensic Chemistry","Degrees/certificates total","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"110413","California Lutheran University","2020","First major","'40'","Physical Sciences","Bachelor's degree","20","11","9","0","0","0","1","0","1","0","0","0","4","3","1","0","0","0","9","4","5","2","1","1","2","2","0","2","1","1","-2"
"110413","California Lutheran University","2020","First major","'40'","Physical Sciences","Degrees total","20","11","9","0","0","0","1","0","1","0","0","0","4","3","1","0","0","0","9","4","5","2","1","1","2","2","0","2","1","1","-2"
"110413","California Lutheran University","2020","First major","'40'","Physical Sciences","Degrees/certificates total","20","11","9","0","0","0","1","0","1","0","0","0","4","3","1","0","0","0","9","4","5","2","1","1","2","2","0","2","1","1","-2"
"110413","California Lutheran University","2020","First major","'40.05'","Chemistry","Bachelor's degree","9","2","7","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","4","0","4","2","1","1","1","1","0","0","0","0","-2"
"110413","California Lutheran University","2020","First major","'40.05'","Chemistry","Degrees total","9","2","7","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","4","0","4","2","1","1","1","1","0","0","0","0","-2"
"110413","California Lutheran University","2020","First major","'40.05'","Chemistry","Degrees/certificates total","9","2","7","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","4","0","4","2","1","1","1","1","0","0","0","0","-2"
"110413","California Lutheran University","2020","First major","'40.0501'","Chemistry, General","Bachelor's degree","9","2","7","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","4","0","4","2","1","1","1","1","0","0","0","0","-2"
"110413","California Lutheran University","2020","First major","'40.0501'","Chemistry, General","Degrees total","9","2","7","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","4","0","4","2","1","1","1","1","0","0","0","0","-2"
"110413","California Lutheran University","2020","First major","'40.0501'","Chemistry, General","Degrees/certificates total","9","2","7","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","4","0","4","2","1","1","1","1","0","0","0","0","-2"
"110413","California Lutheran University","2020","First major","'40.06'","Geological and Earth Sciences/Geosciences","Bachelor's degree","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"110413","California Lutheran University","2020","First major","'40.06'","Geological and Earth Sciences/Geosciences","Degrees total","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"110413","California Lutheran University","2020","First major","'40.06'","Geological and Earth Sciences/Geosciences","Degrees/certificates total","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"110413","California Lutheran University","2020","First major","'40.0601'","Geology/Earth Science, General","Bachelor's degree","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"110413","California Lutheran University","2020","First major","'40.0601'","Geology/Earth Science, General","Degrees total","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"110413","California Lutheran University","2020","First major","'40.0601'","Geology/Earth Science, General","Degrees/certificates total","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"110413","California Lutheran University","2020","First major","'40.08'","Physics","Bachelor's degree","10","8","2","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","4","3","1","0","0","0","1","1","0","2","1","1","-2"
"110413","California Lutheran University","2020","First major","'40.08'","Physics","Degrees total","10","8","2","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","4","3","1","0","0","0","1","1","0","2","1","1","-2"
"110413","California Lutheran University","2020","First major","'40.08'","Physics","Degrees/certificates total","10","8","2","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","4","3","1","0","0","0","1","1","0","2","1","1","-2"
"110413","California Lutheran University","2020","First major","'40.0801'","Physics, General","Bachelor's degree","10","8","2","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","4","3","1","0","0","0","1","1","0","2","1","1","-2"
"110413","California Lutheran University","2020","First major","'40.0801'","Physics, General","Degrees total","10","8","2","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","4","3","1","0","0","0","1","1","0","2","1","1","-2"
"110413","California Lutheran University","2020","First major","'40.0801'","Physics, General","Degrees/certificates total","10","8","2","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","4","3","1","0","0","0","1","1","0","2","1","1","-2"
"110413","California Lutheran University","2020","Second major","'40'","Physical Sciences","Bachelor's degree","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","1","0","0","0","0","0","0","-2"
"110413","California Lutheran University","2020","Second major","'40'","Physical Sciences","Degrees total","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","1","0","0","0","0","0","0","-2"
"110413","California Lutheran University","2020","Second major","'40'","Physical Sciences","Degrees/certificates total","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","1","0","0","0","0","0","0","-2"
"110413","California Lutheran University","2020","Second major","'40.05'","Chemistry","Bachelor's degree","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","-2"
"110413","California Lutheran University","2020","Second major","'40.05'","Chemistry","Degrees total","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","-2"
"110413","California Lutheran University","2020","Second major","'40.05'","Chemistry","Degrees/certificates total","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","-2"
"110413","California Lutheran University","2020","Second major","'40.0501'","Chemistry, General","Bachelor's degree","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","-2"
"110413","California Lutheran University","2020","Second major","'40.0501'","Chemistry, General","Degrees total","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","-2"
"110413","California Lutheran University","2020","Second major","'40.0501'","Chemistry, General","Degrees/certificates total","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","-2"
"110413","California Lutheran University","2020","Second major","'40.08'","Physics","Bachelor's degree","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"110413","California Lutheran University","2020","Second major","'40.08'","Physics","Degrees total","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"110413","California Lutheran University","2020","Second major","'40.08'","Physics","Degrees/certificates total","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"110413","California Lutheran University","2020","Second major","'40.0801'","Physics, General","Bachelor's degree","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"110413","California Lutheran University","2020","Second major","'40.0801'","Physics, General","Degrees total","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"110413","California Lutheran University","2020","Second major","'40.0801'","Physics, General","Degrees/certificates total","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"110486","California State University-Bakersfield","2020","First major","'40'","Physical Sciences","Bachelor's degree","38","24","14","0","0","0","1","1","0","0","0","0","19","11","8","0","0","0","9","5","4","4","4","0","3","2","1","2","1","1","-2"
"110486","California State University-Bakersfield","2020","First major","'40'","Physical Sciences","Master's degree","9","8","1","0","0","0","0","0","0","0","0","0","5","5","0","0","0","0","3","2","1","0","0","0","1","1","0","0","0","0","-2"
"110486","California State University-Bakersfield","2020","First major","'40'","Physical Sciences","Degrees total","47","32","15","0","0","0","1","1","0","0","0","0","24","16","8","0","0","0","12","7","5","4","4","0","4","3","1","2","1","1","-2"
"110486","California State University-Bakersfield","2020","First major","'40'","Physical Sciences","Degrees/certificates total","47","32","15","0","0","0","1","1","0","0","0","0","24","16","8","0","0","0","12","7","5","4","4","0","4","3","1","2","1","1","-2"
"110486","California State University-Bakersfield","2020","First major","'40.05'","Chemistry","Bachelor's degree","9","4","5","0","0","0","0","0","0","0","0","0","5","1","4","0","0","0","1","1","0","2","2","0","1","0","1","0","0","0","-2"
"110486","California State University-Bakersfield","2020","First major","'40.05'","Chemistry","Degrees total","9","4","5","0","0","0","0","0","0","0","0","0","5","1","4","0","0","0","1","1","0","2","2","0","1","0","1","0","0","0","-2"
