"unitid","institution name","year","C2012_A.First or Second Major","C2012_A.CIP Code -  2010 Classification","CipTitle","C2012_A.Award Level code","C2012_A_RV.Program offered as a distance education program","C2012_A_RV.Grand total","C2012_A_RV.Grand total men","C2012_A_RV.Grand total women","C2012_A_RV.American Indian or Alaska Native total","C2012_A_RV.American Indian or Alaska Native men","C2012_A_RV.American Indian or Alaska Native women","C2012_A_RV.Asian total","C2012_A_RV.Asian men","C2012_A_RV.Asian women","C2012_A_RV.Black or African American total","C2012_A_RV.Black or African American men","C2012_A_RV.Black or African American women","C2012_A_RV.Hispanic or Latino total","C2012_A_RV.Hispanic or Latino men","C2012_A_RV.Hispanic or Latino women","C2012_A_RV.Native Hawaiian or Other Pacific Islander total","C2012_A_RV.Native Hawaiian or Other Pacific Islander men","C2012_A_RV.Native Hawaiian or Other Pacific Islander women","C2012_A_RV.White total","C2012_A_RV.White men","C2012_A_RV.White women","C2012_A_RV.Two or more races total","C2012_A_RV.Two or more races men","C2012_A_RV.Two or more races women","C2012_A_RV.Race/ethnicity unknown total","C2012_A_RV.Race/ethnicity unknown men","C2012_A_RV.Race/ethnicity unknown women","C2012_A_RV.Nonresident alien total","C2012_A_RV.Nonresident alien men","C2012_A_RV.Nonresident alien women","IDX_C"
"100706","University of Alabama in Huntsville","2012","First major","'40.05'","Chemistry","Bachelor's degree","Not applicable (2- and  4-digit cip or aggregated award level categories )","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","1","0","0","0","0","0","0","0","0","0","-2"
"100706","University of Alabama in Huntsville","2012","First major","'40.05'","Chemistry","Master's degree","Not applicable (2- and  4-digit cip or aggregated award level categories )","3","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","1","0","1","-2"
"100706","University of Alabama in Huntsville","2012","First major","'40.05'","Chemistry","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","6","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","3","2","0","0","0","0","0","0","1","0","1","-2"
"100706","University of Alabama in Huntsville","2012","First major","'40.05'","Chemistry","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","6","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","3","2","0","0","0","0","0","0","1","0","1","-2"
"100706","University of Alabama in Huntsville","2012","First major","'40.0501'","Chemistry, General","Bachelor's degree","No","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","1","0","0","0","0","0","0","0","0","0","-2"
"100706","University of Alabama in Huntsville","2012","First major","'40.0501'","Chemistry, General","Master's degree","No","3","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","1","0","1","-2"
"100706","University of Alabama in Huntsville","2012","First major","'40.0501'","Chemistry, General","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","6","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","3","2","0","0","0","0","0","0","1","0","1","-2"
"100706","University of Alabama in Huntsville","2012","First major","'40.0501'","Chemistry, General","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","6","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","3","2","0","0","0","0","0","0","1","0","1","-2"
"100706","University of Alabama in Huntsville","2012","First major","'40.08'","Physics","Bachelor's degree","Not applicable (2- and  4-digit cip or aggregated award level categories )","12","9","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","9","3","0","0","0","0","0","0","0","0","0","-2"
"100706","University of Alabama in Huntsville","2012","First major","'40.08'","Physics","Master's degree","Not applicable (2- and  4-digit cip or aggregated award level categories )","10","7","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","4","2","0","0","0","1","1","0","3","2","1","-2"
"100706","University of Alabama in Huntsville","2012","First major","'40.08'","Physics","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","24","17","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","14","6","0","0","0","1","1","0","3","2","1","-2"
"100706","University of Alabama in Huntsville","2012","First major","'40.08'","Physics","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","24","17","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","14","6","0","0","0","1","1","0","3","2","1","-2"
"100706","University of Alabama in Huntsville","2012","First major","'40.08'","Physics","Doctor's degree - research/scholarship","Not applicable (2- and  4-digit cip or aggregated award level categories )","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","-2"
"100706","University of Alabama in Huntsville","2012","First major","'40.0801'","Physics, General","Bachelor's degree","No","12","9","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","9","3","0","0","0","0","0","0","0","0","0","-2"
"100706","University of Alabama in Huntsville","2012","First major","'40.0801'","Physics, General","Master's degree","No","10","7","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","4","2","0","0","0","1","1","0","3","2","1","-2"
"100706","University of Alabama in Huntsville","2012","First major","'40.0801'","Physics, General","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","24","17","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","14","6","0","0","0","1","1","0","3","2","1","-2"
"100706","University of Alabama in Huntsville","2012","First major","'40.0801'","Physics, General","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","24","17","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","14","6","0","0","0","1","1","0","3","2","1","-2"
"100706","University of Alabama in Huntsville","2012","First major","'40.0801'","Physics, General","Doctor's degree - research/scholarship","No","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","-2"
"100706","University of Alabama in Huntsville","2012","First major","'40.99'","Physical Sciences, Other","Bachelor's degree","Not applicable (2- and  4-digit cip or aggregated award level categories )","7","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","2","5","0","0","0","0","0","0","0","0","0","-2"
"100706","University of Alabama in Huntsville","2012","First major","'40.99'","Physical Sciences, Other","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","7","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","2","5","0","0","0","0","0","0","0","0","0","-2"
"100706","University of Alabama in Huntsville","2012","First major","'40.99'","Physical Sciences, Other","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","7","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","2","5","0","0","0","0","0","0","0","0","0","-2"
"100706","University of Alabama in Huntsville","2012","First major","'40.9999'","Physical Sciences, Other","Bachelor's degree","No","7","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","2","5","0","0","0","0","0","0","0","0","0","-2"
"100706","University of Alabama in Huntsville","2012","First major","'40.9999'","Physical Sciences, Other","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","7","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","2","5","0","0","0","0","0","0","0","0","0","-2"
"100706","University of Alabama in Huntsville","2012","First major","'40.9999'","Physical Sciences, Other","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","7","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","2","5","0","0","0","0","0","0","0","0","0","-2"
"100706","University of Alabama in Huntsville","2012","Second major","'40'","Physical Sciences","Bachelor's degree","Not applicable (2- and  4-digit cip or aggregated award level categories )","6","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","1","5","0","0","0","0","0","0","0","0","0","-2"
"100706","University of Alabama in Huntsville","2012","Second major","'40'","Physical Sciences","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","6","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","1","5","0","0","0","0","0","0","0","0","0","-2"
"100706","University of Alabama in Huntsville","2012","Second major","'40'","Physical Sciences","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","6","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","1","5","0","0","0","0","0","0","0","0","0","-2"
"100706","University of Alabama in Huntsville","2012","Second major","'40.05'","Chemistry","Bachelor's degree","Not applicable (2- and  4-digit cip or aggregated award level categories )","4","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","4","0","0","0","0","0","0","0","0","0","-2"
"100706","University of Alabama in Huntsville","2012","Second major","'40.05'","Chemistry","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","4","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","4","0","0","0","0","0","0","0","0","0","-2"
"100706","University of Alabama in Huntsville","2012","Second major","'40.05'","Chemistry","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","4","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","4","0","0","0","0","0","0","0","0","0","-2"
"100706","University of Alabama in Huntsville","2012","Second major","'40.0501'","Chemistry, General","Bachelor's degree","No","4","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","4","0","0","0","0","0","0","0","0","0","-2"
"100706","University of Alabama in Huntsville","2012","Second major","'40.0501'","Chemistry, General","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","4","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","4","0","0","0","0","0","0","0","0","0","-2"
"100706","University of Alabama in Huntsville","2012","Second major","'40.0501'","Chemistry, General","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","4","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","4","0","0","0","0","0","0","0","0","0","-2"
"100706","University of Alabama in Huntsville","2012","Second major","'40.08'","Physics","Bachelor's degree","Not applicable (2- and  4-digit cip or aggregated award level categories )","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","-2"
"100706","University of Alabama in Huntsville","2012","Second major","'40.08'","Physics","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","-2"
"100706","University of Alabama in Huntsville","2012","Second major","'40.08'","Physics","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","-2"
"100706","University of Alabama in Huntsville","2012","Second major","'40.0801'","Physics, General","Bachelor's degree","No","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","-2"
"100706","University of Alabama in Huntsville","2012","Second major","'40.0801'","Physics, General","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","-2"
"100706","University of Alabama in Huntsville","2012","Second major","'40.0801'","Physics, General","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","-2"
"100706","University of Alabama in Huntsville","2012","Second major","'40.99'","Physical Sciences, Other","Bachelor's degree","Not applicable (2- and  4-digit cip or aggregated award level categories )","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"100706","University of Alabama in Huntsville","2012","Second major","'40.99'","Physical Sciences, Other","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"100706","University of Alabama in Huntsville","2012","Second major","'40.99'","Physical Sciences, Other","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"100706","University of Alabama in Huntsville","2012","Second major","'40.9999'","Physical Sciences, Other","Bachelor's degree","No","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"100706","University of Alabama in Huntsville","2012","Second major","'40.9999'","Physical Sciences, Other","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"100706","University of Alabama in Huntsville","2012","Second major","'40.9999'","Physical Sciences, Other","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"100751","The University of Alabama","2012","First major","'40'","Physical Sciences","Bachelor's degree","Not applicable (2- and  4-digit cip or aggregated award level categories )","48","36","12","1","1","0","2","2","0","1","1","0","0","0","0","0","0","0","44","32","12","0","0","0","0","0","0","0","0","0","-2"
"100751","The University of Alabama","2012","First major","'40'","Physical Sciences","Master's degree","Not applicable (2- and  4-digit cip or aggregated award level categories )","23","13","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","8","6","1","1","0","0","0","0","8","4","4","-2"
"100751","The University of Alabama","2012","First major","'40'","Physical Sciences","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","83","57","26","1","1","0","2","2","0","1","1","0","0","0","0","0","0","0","65","44","21","1","1","0","0","0","0","13","8","5","-2"
"100751","The University of Alabama","2012","First major","'40'","Physical Sciences","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","83","57","26","1","1","0","2","2","0","1","1","0","0","0","0","0","0","0","65","44","21","1","1","0","0","0","0","13","8","5","-2"
"100751","The University of Alabama","2012","First major","'40'","Physical Sciences","Doctor's degree - research/scholarship","Not applicable (2- and  4-digit cip or aggregated award level categories )","12","8","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","4","3","0","0","0","0","0","0","5","4","1","-2"
"100751","The University of Alabama","2012","First major","'40.05'","Chemistry","Bachelor's degree","Not applicable (2- and  4-digit cip or aggregated award level categories )","17","11","6","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","15","9","6","0","0","0","0","0","0","0","0","0","-2"
"100751","The University of Alabama","2012","First major","'40.05'","Chemistry","Master's degree","Not applicable (2- and  4-digit cip or aggregated award level categories )","9","5","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","3","3","0","0","0","0","0","0","3","2","1","-2"
"100751","The University of Alabama","2012","First major","'40.05'","Chemistry","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","30","18","12","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","25","14","11","0","0","0","0","0","0","3","2","1","-2"
"100751","The University of Alabama","2012","First major","'40.05'","Chemistry","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","30","18","12","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","25","14","11","0","0","0","0","0","0","3","2","1","-2"
"100751","The University of Alabama","2012","First major","'40.05'","Chemistry","Doctor's degree - research/scholarship","Not applicable (2- and  4-digit cip or aggregated award level categories )","4","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","2","0","0","0","0","0","0","0","0","0","-2"
"100751","The University of Alabama","2012","First major","'40.0501'","Chemistry, General","Bachelor's degree","No","17","11","6","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","15","9","6","0","0","0","0","0","0","0","0","0","-2"
"100751","The University of Alabama","2012","First major","'40.0501'","Chemistry, General","Master's degree","No","9","5","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","3","3","0","0","0","0","0","0","3","2","1","-2"
"100751","The University of Alabama","2012","First major","'40.0501'","Chemistry, General","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","30","18","12","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","25","14","11","0","0","0","0","0","0","3","2","1","-2"
"100751","The University of Alabama","2012","First major","'40.0501'","Chemistry, General","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","30","18","12","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","25","14","11","0","0","0","0","0","0","3","2","1","-2"
"100751","The University of Alabama","2012","First major","'40.0501'","Chemistry, General","Doctor's degree - research/scholarship","No","4","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","2","0","0","0","0","0","0","0","0","0","-2"
"100751","The University of Alabama","2012","First major","'40.06'","Geological and Earth Sciences/Geosciences","Bachelor's degree","Not applicable (2- and  4-digit cip or aggregated award level categories )","26","21","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","21","5","0","0","0","0","0","0","0","0","0","-2"
