"unitid","institution name","year","S2020_IS.Instructional staff category","S2020_IS.Grand total","S2020_IS.Grand total men","S2020_IS.Grand total women","S2020_IS.American Indian or Alaska Native total","S2020_IS.American Indian or Alaska Native men","S2020_IS.American Indian or Alaska Native women","S2020_IS.Asian total","S2020_IS.Asian men","S2020_IS.Asian women","S2020_IS.Black or African American total","S2020_IS.Black or African American men","S2020_IS.Black or African American women","S2020_IS.Hispanic or Latino total","S2020_IS.Hispanic or Latino men","S2020_IS.Hispanic or Latino women","S2020_IS.Native Hawaiian or Other Pacific Islander total","S2020_IS.Native Hawaiian or Other Pacific Islander men","S2020_IS.Native Hawaiian or Other Pacific Islander women","S2020_IS.White total","S2020_IS.White men","S2020_IS.White women","S2020_IS.Two or more races total","S2020_IS.Two or more races men","S2020_IS.Two or more races women","S2020_IS.Race/ethnicity unknown total","S2020_IS.Race/ethnicity unknown men","S2020_IS.Race/ethnicity unknown women","S2020_IS.Nonresident alien total","S2020_IS.Nonresident alien men","S2020_IS.Nonresident alien women","IDX_HR"
"100751","The University of Alabama","2020","Not on tenure track/No tenure system system total","519","210","309","0","0","0","17","7","10","33","8","25","17","9","8","0","0","0","427","175","252","7","1","6","2","1","1","16","9","7","-2"
"100751","The University of Alabama","2020","Not on tenure/no tenure system, professors","17","6","11","0","0","0","1","1","0","1","0","1","1","1","0","0","0","0","14","4","10","0","0","0","0","0","0","0","0","0","-2"
"100751","The University of Alabama","2020","Not on tenure/no tenure system, associate professors","44","16","28","0","0","0","1","0","1","1","0","1","0","0","0","0","0","0","42","16","26","0","0","0","0","0","0","0","0","0","-2"
"100751","The University of Alabama","2020","Not on tenure/no tenure system, assistant professors","128","44","84","0","0","0","7","4","3","12","4","8","2","2","0","0","0","0","101","33","68","2","0","2","2","1","1","2","0","2","-2"
"100751","The University of Alabama","2020","Not on tenure/no tenure system, instructors","324","140","184","0","0","0","7","1","6","19","4","15","14","6","8","0","0","0","265","119","146","5","1","4","0","0","0","14","9","5","-2"
"100751","The University of Alabama","2020","Not on tenure/no tenure system, lecturers","6","4","2","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","5","3","2","0","0","0","0","0","0","0","0","0","-2"
"101675","Miles College","2020","Tenured total","7","5","2","0","0","0","2","1","1","5","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"101675","Miles College","2020","Tenured, professors","7","5","2","0","0","0","2","1","1","5","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"101675","Miles College","2020","On-Tenure track total","76","29","47","0","0","0","0","0","0","59","19","40","2","0","2","0","0","0","12","7","5","0","0","0","3","3","0","0","0","0","-2"
"101675","Miles College","2020","On-tenure track, professors","4","3","1","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","-2"
"101675","Miles College","2020","On-tenure track, associate professors","5","3","2","0","0","0","0","0","0","3","1","2","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","-2"
"101675","Miles College","2020","On-tenure track, assistant professors","15","4","11","0","0","0","0","0","0","12","3","9","0","0","0","0","0","0","2","0","2","0","0","0","1","1","0","0","0","0","-2"
"101675","Miles College","2020","On-tenure track, instructors","52","19","33","0","0","0","0","0","0","42","13","29","2","0","2","0","0","0","7","5","2","0","0","0","1","1","0","0","0","0","-2"
"102094","University of South Alabama","2020","Tenured total","253","171","82","0","0","0","31","22","9","6","4","2","2","2","0","0","0","0","212","142","70","2","1","1","0","0","0","0","0","0","-2"
"102094","University of South Alabama","2020","Tenured, professors","133","103","30","0","0","0","10","8","2","2","2","0","0","0","0","0","0","0","121","93","28","0","0","0","0","0","0","0","0","0","-2"
"102094","University of South Alabama","2020","Tenured, associate professors","116","66","50","0","0","0","21","14","7","3","1","2","2","2","0","0","0","0","88","48","40","2","1","1","0","0","0","0","0","0","-2"
"102094","University of South Alabama","2020","Tenured, assistant professors","4","2","2","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","3","1","2","0","0","0","0","0","0","0","0","0","-2"
"102094","University of South Alabama","2020","On-Tenure track total","123","69","54","0","0","0","20","10","10","4","3","1","0","0","0","0","0","0","95","54","41","4","2","2","0","0","0","0","0","0","-2"
"102094","University of South Alabama","2020","On-tenure track, professors","2","2","0","0","0","0","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"102094","University of South Alabama","2020","On-tenure track, associate professors","11","6","5","0","0","0","3","2","1","0","0","0","0","0","0","0","0","0","8","4","4","0","0","0","0","0","0","0","0","0","-2"
"102094","University of South Alabama","2020","On-tenure track, assistant professors","110","61","49","0","0","0","16","7","9","3","2","1","0","0","0","0","0","0","87","50","37","4","2","2","0","0","0","0","0","0","-2"
"102094","University of South Alabama","2020","Not on tenure track/No tenure system system total","425","181","244","0","0","0","42","24","18","30","4","26","2","2","0","1","0","1","345","150","195","3","0","3","2","1","1","0","0","0","-2"
"102094","University of South Alabama","2020","Not on tenure/no tenure system, professors","28","21","7","0","0","0","3","3","0","1","0","1","1","1","0","0","0","0","23","17","6","0","0","0","0","0","0","0","0","0","-2"
"102094","University of South Alabama","2020","Not on tenure/no tenure system, associate professors","51","28","23","0","0","0","5","4","1","0","0","0","1","1","0","0","0","0","45","23","22","0","0","0","0","0","0","0","0","0","-2"
"102094","University of South Alabama","2020","Not on tenure/no tenure system, assistant professors","224","98","126","0","0","0","29","17","12","24","4","20","0","0","0","0","0","0","168","76","92","2","0","2","1","1","0","0","0","0","-2"
"102094","University of South Alabama","2020","Not on tenure/no tenure system, instructors","121","34","87","0","0","0","5","0","5","5","0","5","0","0","0","1","0","1","108","34","74","1","0","1","1","0","1","0","0","0","-2"
"102094","University of South Alabama","2020","Not on tenure/no tenure system, lecturers","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"102377","Tuskegee University","2020","Tenured total","107","68","39","0","0","0","33","26","7","51","28","23","0","0","0","0","0","0","14","9","5","0","0","0","9","5","4","0","0","0","-2"
"102377","Tuskegee University","2020","Tenured, professors","48","36","12","0","0","0","18","17","1","22","13","9","0","0","0","0","0","0","6","4","2","0","0","0","2","2","0","0","0","0","-2"
"102377","Tuskegee University","2020","Tenured, associate professors","53","29","24","0","0","0","14","8","6","25","13","12","0","0","0","0","0","0","8","5","3","0","0","0","6","3","3","0","0","0","-2"
"102377","Tuskegee University","2020","Tenured, assistant professors","6","3","3","0","0","0","1","1","0","4","2","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","-2"
"102377","Tuskegee University","2020","On-Tenure track total","69","39","30","0","0","0","20","15","5","24","10","14","0","0","0","0","0","0","16","8","8","0","0","0","9","6","3","0","0","0","-2"
"102377","Tuskegee University","2020","On-tenure track, professors","2","2","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"102377","Tuskegee University","2020","On-tenure track, associate professors","13","8","5","0","0","0","2","2","0","5","2","3","0","0","0","0","0","0","3","1","2","0","0","0","3","3","0","0","0","0","-2"
"102377","Tuskegee University","2020","On-tenure track, assistant professors","53","29","24","0","0","0","16","11","5","18","8","10","0","0","0","0","0","0","13","7","6","0","0","0","6","3","3","0","0","0","-2"
"102377","Tuskegee University","2020","On-tenure track, instructors","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"102377","Tuskegee University","2020","Not on tenure track/No tenure system system total","60","25","35","0","0","0","4","3","1","35","15","20","0","0","0","0","0","0","11","6","5","0","0","0","10","1","9","0","0","0","-2"
"102377","Tuskegee University","2020","Not on tenure/no tenure system, professors","2","2","0","0","0","0","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"102377","Tuskegee University","2020","Not on tenure/no tenure system, associate professors","17","7","10","0","0","0","1","1","0","9","3","6","0","0","0","0","0","0","5","3","2","0","0","0","2","0","2","0","0","0","-2"
"102377","Tuskegee University","2020","Not on tenure/no tenure system, assistant professors","27","10","17","0","0","0","2","1","1","14","6","8","0","0","0","0","0","0","4","2","2","0","0","0","7","1","6","0","0","0","-2"
"102377","Tuskegee University","2020","Not on tenure/no tenure system, instructors","12","5","7","0","0","0","0","0","0","9","4","5","0","0","0","0","0","0","2","1","1","0","0","0","1","0","1","0","0","0","-2"
"102377","Tuskegee University","2020","Not on tenure/no tenure system, lecturers","2","1","1","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"102614","University of Alaska Fairbanks","2020","Tenured total","163","100","63","3","2","1","17","14","3","1","0","1","4","3","1","0","0","0","126","73","53","5","4","1","7","4","3","0","0","0","-2"
"102614","University of Alaska Fairbanks","2020","Tenured, professors","80","53","27","0","0","0","8","8","0","1","0","1","2","2","0","0","0","0","64","40","24","2","1","1","3","2","1","0","0","0","-2"
"102614","University of Alaska Fairbanks","2020","Tenured, associate professors","82","47","35","3","2","1","9","6","3","0","0","0","2","1","1","0","0","0","62","33","29","3","3","0","3","2","1","0","0","0","-2"
"102614","University of Alaska Fairbanks","2020","Tenured, assistant professors","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","-2"
"102614","University of Alaska Fairbanks","2020","On-Tenure track total","42","21","21","4","0","4","3","2","1","1","1","0","1","1","0","0","0","0","23","11","12","4","0","4","1","1","0","5","5","0","-2"
"102614","University of Alaska Fairbanks","2020","On-tenure track, associate professors","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","-2"
"102614","University of Alaska Fairbanks","2020","On-tenure track, assistant professors","40","20","20","4","0","4","3","2","1","1","1","0","1","1","0","0","0","0","21","10","11","4","0","4","1","1","0","5","5","0","-2"
"102614","University of Alaska Fairbanks","2020","Not on tenure track/No tenure system system total","84","40","44","6","1","5","4","3","1","2","1","1","3","0","3","1","0","1","59","30","29","1","0","1","7","4","3","1","1","0","-2"
"102614","University of Alaska Fairbanks","2020","Not on tenure/no tenure system, associate professors","7","2","5","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","5","2","3","0","0","0","0","0","0","0","0","0","-2"
"102614","University of Alaska Fairbanks","2020","Not on tenure/no tenure system, assistant professors","46","22","24","4","0","4","2","2","0","1","1","0","1","0","1","0","0","0","34","16","18","0","0","0","4","3","1","0","0","0","-2"
"102614","University of Alaska Fairbanks","2020","Not on tenure/no tenure system, instructors","26","14","12","1","1","0","1","0","1","1","0","1","2","0","2","0","0","0","18","12","6","1","0","1","2","1","1","0","0","0","-2"
"102614","University of Alaska Fairbanks","2020","Not on tenure/no tenure system, lecturers","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","-2"
"102614","University of Alaska Fairbanks","2020","Not on tenure/no tenure system, no academic rank","4","2","2","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","1","1","0","-2"
"104151","Arizona State University Campus Immersion","2020","Tenured total","1330","848","482","12","5","7","184","122","62","37","20","17","114","69","45","0","0","0","909","585","324","16","7","9","40","27","13","18","13","5","-2"
"104151","Arizona State University Campus Immersion","2020","Tenured, professors","699","487","212","3","3","0","88","65","23","16","10","6","54","35","19","0","0","0","501","349","152","7","4","3","20","14","6","10","7","3","-2"
"104151","Arizona State University Campus Immersion","2020","Tenured, associate professors","631","361","270","9","2","7","96","57","39","21","10","11","60","34","26","0","0","0","408","236","172","9","3","6","20","13","7","8","6","2","-2"
"104151","Arizona State University Campus Immersion","2020","On-Tenure track total","484","253","231","10","6","4","74","39","35","12","5","7","30","11","19","0","0","0","211","115","96","12","3","9","66","31","35","69","43","26","-2"
"104151","Arizona State University Campus Immersion","2020","On-tenure track, associate professors","20","15","5","1","1","0","2","1","1","1","1","0","0","0","0","0","0","0","12","9","3","0","0","0","4","3","1","0","0","0","-2"
"104151","Arizona State University Campus Immersion","2020","On-tenure track, assistant professors","464","238","226","9","5","4","72","38","34","11","4","7","30","11","19","0","0","0","199","106","93","12","3","9","62","28","34","69","43","26","-2"
"104151","Arizona State University Campus Immersion","2020","Not on tenure track/No tenure system system total","1362","578","784","6","3","3","88","37","51","38","13","25","108","51","57","1","0","1","974","404","570","16","7","9","75","32","43","56","31","25","-2"
"104151","Arizona State University Campus Immersion","2020","Not on tenure/no tenure system, professors","126","66","60","0","0","0","4","3","1","8","4","4","16","8","8","0","0","0","82","45","37","3","2","1","11","2","9","2","2","0","-2"
"104151","Arizona State University Campus Immersion","2020","Not on tenure/no tenure system, associate professors","103","45","58","1","1","0","6","3","3","5","2","3","6","3","3","1","0","1","77","32","45","2","1","1","4","3","1","1","0","1","-2"
"104151","Arizona State University Campus Immersion","2020","Not on tenure/no tenure system, assistant professors","220","75","145","1","1","0","17","9","8","6","0","6","23","9","14","0","0","0","141","41","100","1","0","1","12","3","9","19","12","7","-2"
"104151","Arizona State University Campus Immersion","2020","Not on tenure/no tenure system, instructors","352","140","212","1","0","1","16","2","14","10","5","5","31","14","17","0","0","0","266","106","160","5","2","3","19","9","10","4","2","2","-2"
"104151","Arizona State University Campus Immersion","2020","Not on tenure/no tenure system, lecturers","559","250","309","3","1","2","45","20","25","9","2","7","32","17","15","0","0","0","407","179","228","5","2","3","28","14","14","30","15","15","-2"
"104151","Arizona State University Campus Immersion","2020","Not on tenure/no tenure system, no academic rank","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","-2"
"104179","University of Arizona","2020","Tenured total","1146","753","393","9","4","5","137","96","41","19","11","8","80","45","35","0","0","0","800","537","263","6","2","4","91","55","36","4","3","1","-2"
"104179","University of Arizona","2020","Tenured, professors","726","499","227","6","3","3","70","52","18","9","5","4","41","24","17","0","0","0","556","384","172","4","1","3","39","29","10","1","1","0","-2"
"104179","University of Arizona","2020","Tenured, associate professors","419","253","166","3","1","2","67","44","23","10","6","4","39","21","18","0","0","0","244","153","91","2","1","1","51","25","26","3","2","1","-2"
"104179","University of Arizona","2020","Tenured, no academic rank","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","-2"
"104179","University of Arizona","2020","On-Tenure track total","370","203","167","9","5","4","44","26","18","12","6","6","28","14","14","0","0","0","190","105","85","9","2","7","30","19","11","48","26","22","-2"
"104179","University of Arizona","2020","On-tenure track, professors","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","-2"
"104179","University of Arizona","2020","On-tenure track, associate professors","27","17","10","0","0","0","7","4","3","1","0","1","2","2","0","0","0","0","13","7","6","0","0","0","2","2","0","2","2","0","-2"
"104179","University of Arizona","2020","On-tenure track, assistant professors","341","185","156","9","5","4","37","22","15","11","6","5","26","12","14","0","0","0","176","98","78","9","2","7","27","16","11","46","24","22","-2"
"104179","University of Arizona","2020","Not on tenure track/No tenure system system total","540","235","305","3","2","1","26","10","16","13","7","6","78","30","48","0","0","0","354","153","201","7","3","4","32","19","13","27","11","16","-2"
"104179","University of Arizona","2020","Not on tenure/no tenure system, professors","56","32","24","0","0","0","5","3","2","1","0","1","7","2","5","0","0","0","39","25","14","0","0","0","3","2","1","1","0","1","-2"
"104179","University of Arizona","2020","Not on tenure/no tenure system, associate professors","78","29","49","0","0","0","3","0","3","2","2","0","7","2","5","0","0","0","59","22","37","0","0","0","6","2","4","1","1","0","-2"
"104179","University of Arizona","2020","Not on tenure/no tenure system, assistant professors","156","50","106","1","0","1","4","2","2","4","1","3","22","7","15","0","0","0","99","30","69","4","1","3","9","4","5","13","5","8","-2"
"104179","University of Arizona","2020","Not on tenure/no tenure system, instructors","71","33","38","1","1","0","5","1","4","0","0","0","23","11","12","0","0","0","31","14","17","0","0","0","5","4","1","6","2","4","-2"
"104179","University of Arizona","2020","Not on tenure/no tenure system, lecturers","179","91","88","1","1","0","9","4","5","6","4","2","19","8","11","0","0","0","126","62","64","3","2","1","9","7","2","6","3","3","-2"
"104586","Embry-Riddle Aeronautical University-Prescott","2020","Tenured total","48","37","11","0","0","0","6","3","3","0","0","0","2","2","0","0","0","0","39","31","8","1","1","0","0","0","0","0","0","0","-2"
"104586","Embry-Riddle Aeronautical University-Prescott","2020","Tenured, professors","22","17","5","0","0","0","4","2","2","0","0","0","0","0","0","0","0","0","17","14","3","1","1","0","0","0","0","0","0","0","-2"
"104586","Embry-Riddle Aeronautical University-Prescott","2020","Tenured, associate professors","23","17","6","0","0","0","2","1","1","0","0","0","2","2","0","0","0","0","19","14","5","0","0","0","0","0","0","0","0","0","-2"
"104586","Embry-Riddle Aeronautical University-Prescott","2020","Tenured, assistant professors","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","-2"
"104586","Embry-Riddle Aeronautical University-Prescott","2020","On-Tenure track total","51","36","15","0","0","0","8","6","2","2","2","0","1","1","0","0","0","0","39","27","12","1","0","1","0","0","0","0","0","0","-2"
"104586","Embry-Riddle Aeronautical University-Prescott","2020","On-tenure track, associate professors","4","3","1","0","0","0","1","1","0","1","1","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","-2"
"104586","Embry-Riddle Aeronautical University-Prescott","2020","On-tenure track, assistant professors","47","33","14","0","0","0","7","5","2","1","1","0","1","1","0","0","0","0","37","26","11","1","0","1","0","0","0","0","0","0","-2"
"104586","Embry-Riddle Aeronautical University-Prescott","2020","Not on tenure track/No tenure system system total","38","27","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38","27","11","0","0","0","0","0","0","0","0","0","-2"
"104586","Embry-Riddle Aeronautical University-Prescott","2020","Not on tenure/no tenure system, associate professors","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","0","0","0","0","0","0","0","0","0","0","-2"
"104586","Embry-Riddle Aeronautical University-Prescott","2020","Not on tenure/no tenure system, assistant professors","18","13","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","13","5","0","0","0","0","0","0","0","0","0","-2"
"104586","Embry-Riddle Aeronautical University-Prescott","2020","Not on tenure/no tenure system, instructors","16","10","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","10","6","0","0","0","0","0","0","0","0","0","-2"
"105330","Northern Arizona University","2020","Tenured total","404","241","163","12","4","8","25","15","10","5","3","2","24","11","13","1","1","0","309","192","117","3","0","3","20","12","8","5","3","2","-2"
"105330","Northern Arizona University","2020","Tenured, professors","264","161","103","6","2","4","17","9","8","3","2","1","14","5","9","1","1","0","206","132","74","2","0","2","11","8","3","4","2","2","-2"
"105330","Northern Arizona University","2020","Tenured, associate professors","140","80","60","6","2","4","8","6","2","2","1","1","10","6","4","0","0","0","103","60","43","1","0","1","9","4","5","1","1","0","-2"
"105330","Northern Arizona University","2020","On-Tenure track total","129","65","64","8","5","3","12","6","6","2","1","1","7","2","5","0","0","0","79","40","39","5","3","2","6","4","2","10","4","6","-2"
"105330","Northern Arizona University","2020","On-tenure track, associate professors","4","4","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","-2"
"105330","Northern Arizona University","2020","On-tenure track, assistant professors","125","61","64","8","5","3","12","6","6","1","0","1","7","2","5","0","0","0","76","37","39","5","3","2","6","4","2","10","4","6","-2"
"105330","Northern Arizona University","2020","Not on tenure track/No tenure system system total","442","171","271","6","3","3","20","7","13","11","5","6","29","10","19","2","0","2","348","133","215","5","1","4","15","8","7","6","4","2","-2"
"105330","Northern Arizona University","2020","Not on tenure/no tenure system, professors","17","5","12","0","0","0","0","0","0","0","0","0","3","2","1","0","0","0","14","3","11","0","0","0","0","0","0","0","0","0","-2"
"105330","Northern Arizona University","2020","Not on tenure/no tenure system, associate professors","69","27","42","0","0","0","2","1","1","2","0","2","5","1","4","0","0","0","57","24","33","1","0","1","2","1","1","0","0","0","-2"
"105330","Northern Arizona University","2020","Not on tenure/no tenure system, assistant professors","129","39","90","2","1","1","7","3","4","6","3","3","6","0","6","1","0","1","97","29","68","3","1","2","4","1","3","3","1","2","-2"
